ORDER	ORTHOGRAPHY	IPA	FREQUENCY
40575	bellybuttons	bˈɛlɪbˌʌtənz	20
40576	belie	bɪlˈa‍ɪ	20
40577	behavior	bɪhˈe‍ɪvjɐ	20
40578	beeped	bˈiːpt	20
40579	battening	bˈætənɪŋ	20
40580	bassoons	bæsˈuːnz	20
40581	basketballs	bˈɑːskɪtbˌɔːlz	20
40582	bartenders	bˈɑːtɛndəz	20
40583	barnyard	bˈɑːnjɑːd	20
40584	ballgame	bˈɔːlɡe‍ɪm	20
40585	backlit	bˈæklɪt	20
40586	backhanded	bˈækhændɪd	20
40587	azalea	æzˈe‍ɪli‍ə	20
40588	asphyxiated	ɐsfˈɪksɪˌe‍ɪtɪd	20
40589	asp	ˈæsp	20
40590	ascorbic	ɐskˈɔːbɪk	20
40591	artfully	ˈɑːtfəli	20
40592	arnica	ˈɑːnɪkɐ	20
40593	armrest	ˈɑːmɹɛst	20
40594	apprehending	ˌæpɹɪhˈɛndɪŋ	20
40595	apportioned	ɐpˈɔːʃənd	20
40596	appellation	ɐpɪlˈe‍ɪʃən	20
40597	antioxidant	ˌæntɪˈɒksɪdənt	20
40598	ankh	ˈæŋk	20
40599	anatomists	ˈænɐtəmˌɪsts	20
40600	anabolic	ˌænɐbˈɒlɪk	20
40601	ameliorate	ɐmˈiːli‍əɹˌe‍ɪt	20
40602	allocates	ˈæləkˌe‍ɪts	20
40603	airless	ˈe‍ələs	20
40604	agon	ˈæɡɒn	20
40605	agave	ˈæɡe‍ɪv	20
40606	affective	ɐfˈɛktɪv	20
40607	adverb	ˈædvɜːb	20
40608	accursed	ɐkˈɜːsɪd	20
40609	accruing	ɐkɹˈuːɪŋ	20
40610	accidently	ˈæksɪdəntli	20
40611	accessorised	ɐksˈɛsɔːɹˌa‍ɪzd	20
40612	abstractions	ɐbstɹˈækʃənz	20
40613	aborigine	ˌæbəɹˈɪd‍ʒənˌi	20
40614	abdicating	ˈæbdɪkˌe‍ɪtɪŋ	20
40615	zoologists	zuːˈɒləd‍ʒˌɪsts	19
40616	zonal	zˈə‍ʊnə‍l	19
40617	zirconium	zɜːkˈə‍ʊni‍əm	19
40618	zaps	zˈæps	19
40619	yowl	jˈa‍ʊl	19
40620	yardarm	jˈɑːdɑːm	19
40621	wurst	wˈɜːst	19
40622	wreaks	ɹˈiːks	19
40623	wooly	wˈʊli	19
40624	woodcutter	wˈʊdkʌtɐ	19
40625	woodcarver	wˈʊdkɑːvɐ	19
40626	wonton	wˈɒntən	19
40627	wombs	wˈuːmz	19
40628	wisps	wˈɪsps	19
40629	wised	wˈa‍ɪzd	19
40630	wintered	wˈɪntəd	19
40631	whisperers	wˈɪspəɹəz	19
40632	whish	wˈɪʃ	19
40633	whirligig	wˈɜːlɪd‍ʒˌɪɡ	19
40634	weepers	wˈiːpəz	19
40635	watercolourist	wˈɔːtəkˌʌləɹˌɪst	19
40636	wantonly	wˈɒntənli	19
40637	waiving	wˈe‍ɪvɪŋ	19
40638	vinegars	vˈɪnɪɡəz	19
40639	vindicates	vˈɪndɪkˌe‍ɪts	19
40640	vicarious	vɪkˈe‍əɹɪəs	19
40641	verrucas	vˈɛɹuːkəz	19
40642	velocipede	vəlˈɒsɪpˌiːd	19
40643	validates	vˈælɪdˌe‍ɪts	19
40644	uppercase	ˈʌpəkˌe‍ɪs	19
40645	unwinds	ʌnwˈa‍ɪndz	19
40646	unvarnished	ʌnvˈɑːnɪʃt	19
40647	untarnished	ʌntˈɑːnɪʃt	19
40648	unscrewing	ʌnskɹˈuːɪŋ	19
40649	unpleasantly	ʌnplˈɛzəntli	19
40650	universalism	jˌuːnɪvˈɜːsəlˌɪzəm	19
40651	unimpeded	ˌʌnɪmpˈiːdɪd	19
40652	unfreeze	ʌnfɹˈiːz	19
40653	unexceptional	ˌʌnɛksˈɛpʃənə‍l	19
40654	unedifying	ʌnˈɛdɪfˌa‍ɪɪŋ	19
40655	uneconomical	ʌnˌiːkənˈɒmɪkə‍l	19
40656	underachievement	ˌʌndəɹɐt‍ʃˈiːvmənt	19
40657	undecorated	ˌʌndˈɛkəɹˌe‍ɪtɪd	19
40658	unbuttoned	ʌnbˈʌtənd	19
40659	unassisted	ʌnɐsˈɪstɪd	19
40660	twitters	twˈɪtəz	19
40661	twelves	twˈɛlvz	19
40662	tussles	tˈʌsə‍lz	19
40663	tussled	tˈʌsə‍ld	19
40664	trues	tɹˈuːz	19
40665	truanting	tɹˈuːəntɪŋ	19
40666	trenchermen	tɹˈɛnt‍ʃəmˌɛn	19
40667	traumatise	tɹˈɔːmɐtˌa‍ɪz	19
40668	trattoria	tɹætˈɔːɹi‍ə	19
40669	transitory	tɹˈænsɪtəɹˌi	19
40670	trainspotters	tɹˈe‍ɪnspɒtəz	19
40671	tracheostomy	tɹɐkɪˈɒstəmi	19
40672	towelling	tˈa‍ʊəlɪŋ	19
40673	tolled	tˈə‍ʊld	19
40674	toastmasters	tˈə‍ʊstmɑːstəz	19
40675	titbit	tˈɪtbɪt	19
40676	tilers	tˈa‍ɪləz	19
40677	thudding	θˈʌdɪŋ	19
40678	thereat	ðe‍əɹˈæt	19
40679	thallium	θˈæli‍əm	19
40680	tetrapods	tˈɛtɹɐpˌɒdz	19
40681	terrestrials	təɹˈɛstɹɪəlz	19
40682	tensile	tˈɛnsa‍ɪl	19
40683	tenser	tˈɛnsɐ	19
40684	televise	tˈɛlɪvˌa‍ɪz	19
40685	telephony	təlˈɛfənˌi	19
40686	telecommunication	tˌɛlɪkəmjˌuːnɪkˈe‍ɪʃən	19
40687	taupe	tˈɔːp	19
40688	tapeworms	tˈe‍ɪpwɜːmz	19
40689	tanto	tˈɑːntə‍ʊ	19
40690	tabbouleh	tˈæbuːlˌe‍ɪ	19
40691	systemically	sɪstˈɛmɪkli	19
40692	swerves	swˈɜːvz	19
40693	sweepstakes	swˈiːpste‍ɪks	19
40694	swathed	swˈe‍ɪðd	19
40695	swashbuckler	swˈɒʃbʌklɐ	19
40696	swanned	swˈɒnd	19
40697	swabbed	swˈɒbd	19
40698	suspender	səspˈɛndɐ	19
40699	supers	sˈuːpəz	19
40700	supercharger	sˈuːpət‍ʃˌɑːd‍ʒɐ	19
40701	sunshade	sˈʌnʃe‍ɪd	19
40702	summarising	sˈʌməɹˌa‍ɪzɪŋ	19
40703	succumbs	səkˈʌmz	19
40704	succulents	sˈʌkjʊlənts	19
40705	subsidises	sˈʌbsɪdˌa‍ɪzɪz	19
40706	subset	sˈʌbsɛt	19
40707	straightjacket	stɹˈe‍ɪtd‍ʒækɪt	19
40708	stinkiest	stˈɪŋkiəst	19
40709	stiffed	stˈɪft	19
40710	stewarding	stjˈuːədɪŋ	19
40711	stereos	stˈɛɹɪˌə‍ʊz	19
40712	stayers	stˈe‍ɪəz	19
40713	starlit	stˈɑːlɪt	19
40714	standardise	stˈændədˌa‍ɪz	19
40715	stagecraft	stˈe‍ɪd‍ʒɪkɹˌɑːft	19
40716	squarer	skwˈe‍əɹɐ	19
40717	sporadically	spɔːɹˈædɪkli	19
40718	splattering	splˈætəɹɪŋ	19
40719	spicier	spˈa‍ɪsɪɐ	19
40720	sparred	spˈɑːd	19
40721	spaceflight	spˈe‍ɪsfla‍ɪt	19
40722	souring	sˈa‍ʊ‍əɹɪŋ	19
40723	sombreros	səmbɹˈe‍əɹə‍ʊz	19
40724	sociologists	sˈə‍ʊsɪˈɒləd‍ʒˌɪsts	19
40725	soakers	sˈə‍ʊkəz	19
40726	snuffs	snˈʌfs	19
40727	snuffboxes	snˈʌfbɒksɪz	19
40728	snitched	snˈɪt‍ʃt	19
40729	smugly	smˈʌɡli	19
40730	smallholder	smˈɔːlhə‍ʊldɐ	19
40731	slumbers	slˈʌmbəz	19
40732	sloop	slˈuːp	19
40733	sleeker	slˈiːkɐ	19
40734	slaughters	slˈɔːtəz	19
40735	skit	skˈɪt	19
40736	skewing	skjˈuːɪŋ	19
40737	silicate	sˈɪlɪkˌe‍ɪt	19
40738	sickbed	sˈɪkbd	19
40739	shyster	ʃˈa‍ɪstɐ	19
40740	shunts	ʃˈʌnts	19
40741	shoemakers	ʃˈuːme‍ɪkəz	19
40742	shirtless	ʃˈɜːtləs	19
40743	shimmies	ʃˈɪmɪz	19
40744	sherbert	ʃˈɜːbət	19
40745	severest	səvˈi‍əɹəst	19
40746	semiconductor	sˌɛmɪkəndˈʌktɐ	19
40747	seismometer	sa‍ɪzmˈɒmɪtɐ	19
40748	seigneur	se‍ɪnˈɜː	19
40749	seduces	sɪdjˈuːsɪz	19
40750	secularist	sˈɛkjʊləɹˌɪst	19
40751	secessionists	sɛsˈɛʃənˌɪsts	19
40752	searcher	sˈɜːt‍ʃɐ	19
40753	sculptured	skˈʌlpt‍ʃəd	19
40754	scruffiest	skɹˈʌfɪəst	19
40755	scandalously	skˈændələsli	19
40756	savouries	sˈe‍ɪvɜːɹɪz	19
40757	sauropod	sˈɔːɹəpˌɒd	19
40758	sallow	sˈælə‍ʊ	19
40759	sadomasochistic	sˌe‍ɪdə‍ʊmˌæsəkˈɪstɪk	19
40760	rusts	ɹˈʌsts	19
40761	rudiments	ɹˈuːdɪmənts	19
40762	roomier	ɹˈuːmɪɐ	19
40763	rive	ɹˈa‍ɪv	19
40764	ridiculousness	ɹɪdˈɪkjʊləsnəs	19
40765	retinal	ɹˈɛtɪnə‍l	19
40766	restyle	ɹɪstˈa‍ɪl	19
40767	resettle	ɹɪsˈɛtə‍l	19
40768	reroute	ɹɪɹˈuːt	19
40769	repairman	ɹɪpˈe‍əmən	19
40770	renouncing	ɹɪnˈa‍ʊnsɪŋ	19
40771	renditions	ɹɛndˈɪʃənz	19
40772	remastered	ɹɪmˈɑːstəd	19
40773	regnal	ɹɪɡnˈæl	19
40774	reefer	ɹˈiːfɐ	19
40775	reedy	ɹˈiːdi	19
40776	redirecting	ɹˌiːda‍ɪɹˈɛktɪŋ	19
40777	recouping	ɹɪkˈuːpɪŋ	19
40778	recommit	ɹˌiːkəmˈɪt	19
40779	receptionists	ɹɪsˈɛpʃənˌɪsts	19
40780	reawakening	ɹˈiːwe‍ɪknɪŋ	19
40781	reasserted	ɹˌiːɐsˈɜːtɪd	19
40782	reallocated	ɹˌiːˈæləkˌe‍ɪtɪd	19
40783	ransack	ɹˈænsæk	19
40784	radiologists	ɹˌe‍ɪdɪˈɒləd‍ʒˌɪsts	19
40785	racketeers	ɹˌækɪtˈi‍əz	19
40786	quivered	kwˈɪvəd	19
40787	quinze	kwˈɪnz	19
40788	quartering	kwˈɔːtəɹɪŋ	19
40789	pyramidal	pɪɹˈæmɪdə‍l	19
40790	purview	pˈɜːvjuː	19
40791	pursuer	pəsjˈuːɐ	19
40792	puritanism	pjˈʊɹɪtənˌɪzəm	19
40793	pulverising	pˈʌlvəɹˌa‍ɪzɪŋ	19
40794	proxies	pɹˈɒksɪz	19
40795	proles	pɹˈə‍ʊlz	19
40796	profiterole	pɹəfˈɪtəɹˌə‍ʊl	19
40797	procrastinate	pɹəkɹˈɑːstɪnˌe‍ɪt	19
40798	prequels	pɹˈiːkwə‍lz	19
40799	prefecture	pɹˈiːfɛkt‍ʃɐ	19
40800	prefaced	pɹˈɛfəst	19
40801	pranced	pɹˈɑːnst	19
40802	postscript	pˈə‍ʊstskɹɪpt	19
40803	poshness	pˈɒʃnəs	19
40804	portmanteau	pˈɔːtmɑːntˌə‍ʊ	19
40805	pornographer	pɔːnˈɒɡɹəfɐ	19
40806	porches	pˈɔːt‍ʃɪz	19
40807	poplars	pˈɒpləz	19
40808	pomander	pˈɒmɑːndɐ	19
40809	polity	pˈɒlɪti	19
40810	polarises	pˈə‍ʊləɹˌa‍ɪzɪz	19
40811	placentas	pləsˈɛntəz	19
40812	pitifully	pˈɪtɪfəli	19
40813	pinwheel	pˈɪnwiːl	19
40814	pintail	pˈɪnte‍ɪl	19
40815	pigsties	pˈɪɡsta‍ɪz	19
40816	piebald	pˈiːbɔːld	19
40817	pidgin	pˈɪd‍ʒɪn	19
40818	piddling	pˈɪdlɪŋ	19
40819	philately	fɪlˈætli	19
40820	phalanges	fˈælænd‍ʒɪz	19
40821	perlite	pˈɜːla‍ɪt	19
40822	perihelion	pˌɛɹɪhˈɛli‍ən	19
40823	percussionists	pəkˈʌʃənˌɪsts	19
40824	pekingese	pˈɛkɪnd‍ʒˌiːz	19
40825	peckers	pˈɛkəz	19
40826	peccary	pˈɛkəɹi	19
40827	peaceably	pˈiːsəbli	19
40828	pastilles	pˈɑːstɪlz	19
40829	pastille	pˈɑːstɪl	19
40830	participates	pɑːtˈɪsɪpˌe‍ɪts	19
40831	parachutists	pˈæɹət‍ʃˌuːtɪsts	19
40832	pallor	pˈælɐ	19
40833	pacified	pˈæsɪfˌa‍ɪd	19
40834	oxalic	ɒksˈælɪk	19
40835	overarm	ˌə‍ʊvəɹˈɑːm	19
40836	outsized	a‍ʊtsˈa‍ɪzd	19
40837	outflanked	a‍ʊtflˈæŋkt	19
40838	orifices	ˈɒɹɪfɪsɪz	19
40839	oozy	ˈuːzi	19
40840	oiliness	ˈɔ‍ɪlinəs	19
40841	oho	ˈə‍ʊhə‍ʊ	19
40842	ogee	ˈə‍ʊd‍ʒiː	19
40843	obliteration	əblˌɪtəɹˈe‍ɪʃən	19
40844	nutting	nˈʌtɪŋ	19
40845	nubile	njˈuːba‍ɪl	19
40846	ninepence	nˈa‍ɪnpəns	19
40847	nightclubbing	nˈa‍ɪtklʌbɪŋ	19
40848	nickelodeon	nˌɪkɪlˈə‍ʊdɪən	19
40849	newsman	njˈuːzmæn	19
40850	neutraliser	njˈuːtɹəlˌa‍ɪzɐ	19
40851	neckwear	nˈɛkwe‍ə	19
40852	naira	nˈe‍əɹɐ	19
40853	myocardial	mˌa‍ɪəkˈɑːdɪəl	19
40854	municipalities	mjuːnˈɪsɪpˈælɪtiz	19
40855	mullahs	mˈʌləz	19
40856	mourner	mˈɔːnɐ	19
40857	motherboard	mˈʌðəbˌɔːd	19
40858	moonscape	mˈuːnske‍ɪp	19
40859	montgolfier	mˈɒntɡəlfɪɐ	19
40860	monoplane	mˈɒnə‍ʊplˌe‍ɪn	19
40861	moneymaking	mˈʌnɪmˌe‍ɪkɪŋ	19
40862	mollycoddle	mˈɒlɪkˌɒdə‍l	19
40863	moisturisers	mˈɔ‍ɪst‍ʃəɹˌa‍ɪzəz	19
40864	modernisers	mˈɒdənˌa‍ɪzəz	19
40865	moccasins	mˈɒkəsɪnz	19
40866	moccasin	mˈɒkəsɪn	19
40867	mobster	mˈɒbstɐ	19
40868	mistral	mˈɪstɹə‍l	19
40869	missive	mˈɪsɪv	19
40870	miscreant	mˈɪskɹi‍ənt	19
40871	miscalculations	mɪskˌælkjʊlˈe‍ɪʃənz	19
40872	misanthrope	mɪsˈænθɹə‍ʊp	19
40873	miniskirts	mˈɪnɪskˌɜːts	19
40874	midline	mˈɪdla‍ɪn	19
40875	micron	mˈa‍ɪkɹɒn	19
40876	miaowing	miːˈa‍ʊɪŋ	19
40877	metaphysics	mˌɛtəfˈɪzɪks	19
40878	metallurgy	mɛtˈælɜːd‍ʒi	19
40879	mesmerise	mˈɛsməɹˌa‍ɪz	19
40880	menorah	mˈɛnɔːɹɐ	19
40881	melded	mˈɛldɪd	19
40882	mechanistic	mˌɛkɐnˈɪstɪk	19
40883	matronly	mˈe‍ɪtɹənli	19
40884	matchless	mˈæt‍ʃləs	19
40885	mastiffs	mˈɑːstɪfs	19
40886	masjid	mˈæsd‍ʒɪd	19
40887	maraschino	mˌæɹɐst‍ʃˈiːnə‍ʊ	19
40888	mammary	mˈæməɹi	19
40889	majorettes	mˌe‍ɪd‍ʒəɹˈɛts	19
40890	mahjong	mˈɑːd‍ʒɒŋ	19
40891	lyricism	lˈɪɹɪsˌɪzəm	19
40892	lowlifes	lˈə‍ʊla‍ɪfs	19
40893	lorn	lˈɔːn	19
40894	lorgnette	lɔːɡnˈɛt	19
40895	loners	lˈə‍ʊnəz	19
40896	lonelier	lˈə‍ʊnliɐ	19
40897	loggerhead	lˈɒɡəhˌɛd	19
40898	lockets	lˈɒkɪts	19
40899	livings	lˈɪvɪŋz	19
40900	likeability	lˌa‍ɪkəbˈɪlɪti	19
40901	letterhead	lˈɛtəhˌɛd	19
40902	lessens	lˈɛsənz	19
40903	legals	lˈiːɡə‍lz	19
40904	laughingly	lˈɑːfɪŋli	19
40905	larkspur	lˈɑːkspɔː	19
40906	laminitis	lˌæmɪnˈa‍ɪtɪs	19
40907	kinsman	kˈɪnzmən	19
40908	kingwood	kˈɪŋwʊd	19
40909	kelpie	kˈɛlpa‍ɪ	19
40910	journo	d‍ʒˈɜːnə‍ʊ	19
40911	jeopardises	d‍ʒˈɛpədˌa‍ɪzɪz	19
40912	jazzed	d‍ʒˈæzd	19
40913	jackpots	d‍ʒˈækpɒts	19
40914	irrigated	ˈɪɹɪɡˌe‍ɪtɪd	19
40915	intrusions	ɪntɹˈuːʒənz	19
40916	internationalist	ˌɪntənˈæʃənəlˌɪst	19
40917	internals	ɪntˈɜːnə‍lz	19
40918	interlacing	ˌɪntəlˈe‍ɪsɪŋ	19
40919	interceptions	ˌɪntəsˈɛpʃənz	19
40920	insolvencies	ɪnsˈɒlvənsiz	19
40921	insanitary	ɪnsˈænɪtəɹi	19
40922	innately	ɪnnˈe‍ɪtli	19
40923	inconveniencing	ɪnkənvˈiːnɪənsɪŋ	19
40924	inconveniences	ɪnkənvˈiːnɪənsɪz	19
40925	incapacitate	ɪnkəpˈæsɪtˌe‍ɪt	19
40926	inadvertent	ɪnɐdvˈɜːtənt	19
40927	improvisations	ˌɪmpɹəva‍ɪzˈe‍ɪʃənz	19
40928	imperatives	ɪmpˈɛɹətˌɪvz	19
40929	impelled	ɪmpˈɛld	19
40930	immobiliser	ɪmˈə‍ʊbəlˌa‍ɪzɐ	19
40931	illusory	ɪlˈuːsəɹˌi	19
40932	idlers	ˈa‍ɪdləz	19
40933	icecaps	ˈa‍ɪskæps	19
40934	humorously	hjˈuːməɹəsli	19
40935	hotshots	hˈɒtʃɒts	19
40936	hoodlums	hˈʊdləmz	19
40937	homos	hˈə‍ʊmə‍ʊz	19
40938	homophone	hˈɒməfˌə‍ʊn	19
40939	homepage	hˈə‍ʊmpe‍ɪd‍ʒ	19
40940	hoick	hˈɔ‍ɪk	19
40941	hogweed	hˈɒɡwiːd	19
40942	hoagy	hˈə‍ʊd‍ʒi	19
40943	hillock	hˈɪlək	19
40944	hijacks	hˈa‍ɪd‍ʒæks	19
40945	heronry	hˈɛɹənɹi	19
40946	headcase	hˈɛdke‍ɪs	19
40947	hawfinch	hˈɔːfɪnt‍ʃ	19
40948	hardwoods	hˈɑːdwʊdz	19
40949	haranguing	hɐɹˈæŋɪŋ	19
40950	hankered	hˈæŋkəd	19
40951	haberdasher	hˈæbədˌæʃɐ	19
40952	gyro	d‍ʒˈa‍ɪɹə‍ʊ	19
40953	gurneys	ɡˈɜːnɪz	19
40954	gunwales	ɡˈʌnwe‍ɪlz	19
40955	guncotton	ɡˈʌnkɒtən	19
40956	gummed	ɡˈʌmd	19
40957	grumpiest	ɡɹˈʌmpɪəst	19
40958	grossest	ɡɹˈə‍ʊsəst	19
40959	grosser	ɡɹˈə‍ʊsɐ	19
40960	gondolier	ɡˈɒndəliɐ	19
40961	gluttons	ɡlˈʌtənz	19
40962	globetrotter	ɡlˈə‍ʊbtɹɒtɐ	19
40963	gleamed	ɡlˈiːmd	19
40964	gigot	d‍ʒˈɪɡət	19
40965	gigawatt	ɡˈɪɡəwˌɒt	19
40966	geishas	d‍ʒˈe‍ɪʃəz	19
40967	gators	ɡˈe‍ɪtəz	19
40968	gatecrashed	ɡˈe‍ɪtkɹæʃt	19
40969	gashed	ɡˈæʃt	19
40970	garnering	ɡˈɑːnəɹɪŋ	19
40971	gardened	ɡˈɑːdənd	19
40972	galls	ɡˈɔːlz	19
40973	gabardine	ɡˈæbɑːdˌiːn	19
40974	funerary	fjˈuːnəɹəɹi	19
40975	frig	fɹˈɪɡ	19
40976	fraternise	fɹɐtˈɜːna‍ɪz	19
40977	framer	fɹˈe‍ɪmɐ	19
40978	fortissimo	fɔːtˈɪsɪmˌə‍ʊ	19
40979	flugelhorn	flˈuːɡə‍lhˌɔːn	19
40980	floaters	flˈə‍ʊtəz	19
40981	flinger	flˈɪŋɡɐ	19
40982	flexion	flˈɛkʃən	19
40983	fizzles	fˈɪzə‍lz	19
40984	firebombs	fˈa‍ɪ‍əbɒmz	19
40985	finessing	fɪnˈɛsɪŋ	19
40986	fiestas	fiːˈɛstəz	19
40987	feudalism	fjˈuːdəlˌɪzəm	19
40988	fettuccine	fˈɛtuːt‍ʃˌiːn	19
40989	fencers	fˈɛnsəz	19
40990	fascinations	fˌæsɪnˈe‍ɪʃənz	19
40991	fanfares	fˈænfe‍əz	19
40992	eyesores	ˈa‍ɪsɔːz	19
40993	extravaganzas	ɛkstɹˌævəɡˈænzəz	19
40994	extrapolated	ɛkstɹˈæpəlˌe‍ɪtɪd	19
40995	expandable	ɛkspˈændəbə‍l	19
40996	exonerate	ɛɡzˈɒnəɹˌe‍ɪt	19
40997	escrow	ˈɛskɹə‍ʊ	19
40998	episodic	ˌɛpɪsˈɒdɪk	19
40999	episcopal	ɪpˈɪskɒpə‍l	19
41000	envisioning	ɛnvˈɪʒənɪŋ	19
41001	entrancing	ɛntɹˈɑːnsɪŋ	19
41002	ennobled	ɛnˈə‍ʊbə‍ld	19
41003	encircles	ɛnsˈɜːkə‍lz	19
41004	enchilada	ɛnt‍ʃɪlˈɑːdɐ	19
41005	emitter	ɪmˈɪtɐ	19
41006	embryology	ˌɛmbɹɪˈɒləd‍ʒi	19
41007	educationalists	ˌɛd‍ʒuːkˈe‍ɪʃənəlˌɪsts	19
41008	eatery	ˈiːtəɹi	19
41009	dwarfing	dwˈɔːfɪŋ	19
41010	duplicating	djˈuːplɪkˌe‍ɪtɪŋ	19
41011	dunlin	dˈʌnlɪn	19
41012	druggies	dɹˈʌɡɪz	19
41013	draughtsmanship	dɹˈɑːftsmənʃˌɪp	19
41014	dowel	dˈa‍ʊə‍l	19
41015	dossiers	dˈɒsɪˌe‍ɪz	19
41016	doorkeeper	dˈɔːkiːpɐ	19
41017	donnas	dˈɒnəz	19
41018	doleful	dˈə‍ʊlfə‍l	19
41019	divots	dˈɪvɒts	19
41020	distinguishable	dɪstˈɪŋɡwɪʃəbə‍l	19
41021	dissidence	dˈɪsɪdəns	19
41022	disseminate	dɪsˈɛmɪnˌe‍ɪt	19
41023	disproves	dɪspɹˈuːvz	19
41024	disparagingly	dɪspˈæɹɪd‍ʒɪŋli	19
41025	dislocations	dɪslə‍ʊkˈe‍ɪʃənz	19
41026	disliking	dɪslˈa‍ɪkɪŋ	19
41027	dinnerware	dˈɪnəwˌe‍ə	19
41028	deviates	dˈiːvɪˌe‍ɪts	19
41029	detonates	dˈɛtənˌe‍ɪts	19
41030	determinedly	dɪtˈɜːmɪnˌɪdli	19
41031	despairs	dɪspˈe‍əz	19
41032	dengue	dˈɛnɡi	19
41033	degenerating	dɪd‍ʒˈɛnəɹˌe‍ɪtɪŋ	19
41034	debunked	diːbˈʌnkt	19
41035	debriefed	diːbɹˈiːft	19
41036	deadliness	dˈɛdlinəs	19
41037	daringly	dˈe‍əɹɪŋli	19
41038	cyborgs	sˈa‍ɪbɔːɡz	19
41039	cutey	kjˈuːti	19
41040	custards	kˈʌstədz	19
41041	cupping	kˈʌpɪŋ	19
41042	cubits	kjˈuːbɪts	19
41043	crystallisation	kɹˌɪstɐla‍ɪzˈe‍ɪʃən	19
41044	cruelties	kɹˈuːəltɪz	19
41045	crueller	kɹˈuːəlɐ	19
41046	crooners	kɹˈuːnəz	19
41047	crocheting	kɹˈɒt‍ʃɪtɪŋ	19
41048	crackdowns	kɹˈækda‍ʊnz	19
41049	cowered	kˈa‍ʊəd	19
41050	couplets	kˈʌpləts	19
41051	coterie	kˈə‍ʊtəɹi	19
41052	costal	kˈɒstə‍l	19
41053	cosine	kˈə‍ʊsa‍ɪn	19
41054	corundum	kəɹˈʌndəm	19
41055	cornmeal	kˈɔːnmi‍əl	19
41056	corbel	kˈɔːbə‍l	19
41057	convalescing	kˈɒnvəlˌɛsɪŋ	19
41058	conurbation	kɒnəbˈe‍ɪʃən	19
41059	contingents	kəntˈɪnd‍ʒənts	19
41060	conflate	kənflˈe‍ɪt	19
41061	condescension	kˌɒndɪsˈɛnʃən	19
41062	concurrent	kənkˈʌɹənt	19
41063	compulsions	kəmpˈʌlʃənz	19
41064	compacting	kəmpˈæktɪŋ	19
41065	coexist	kˌə‍ʊɛɡzˈɪst	19
41066	coeliac	sˈiːlɪˌæk	19
41067	codeword	kˈə‍ʊdwɜːd	19
41068	cochlea	kˈɒkliːɐ	19
41069	cobbling	kˈɒblɪŋ	19
41070	clipboards	klˈɪpbɔːdz	19
41071	classicist	klˈæsɪsˌɪst	19
41072	circumnavigating	sˌɜːkəmnˈævɪɡˌe‍ɪtɪŋ	19
41073	cichlids	sˈɪt‍ʃlɪdz	19
41074	choppier	t‍ʃˈɒpɪɐ	19
41075	chirruping	t‍ʃˈɪɹuːpɪŋ	19
41076	chinless	t‍ʃˈɪnləs	19
41077	chiaroscuro	t‍ʃˌa‍ɪ‍əɹəskjˈʊɹə‍ʊ	19
41078	cheapen	t‍ʃˈiːpən	19
41079	chastisement	t‍ʃˈɑːsta‍ɪzmənt	19
41080	chartering	t‍ʃˈɑːtəɹɪŋ	19
41081	chaperones	ʃˈæpəɹˌə‍ʊnz	19
41082	certificated	sətˈɪfɪkətɪd	19
41083	cellulitis	sˌɛljuːlˈa‍ɪtɪs	19
41084	casuals	kˈæʒuːə‍lz	19
41085	castes	kˈɑːsts	19
41086	cartoonish	kɑːtˈuːnɪʃ	19
41087	carillon	kˈæɹɪlən	19
41088	carbonic	kɑːbˈɒnɪk	19
41089	campanulas	kæmpˈænjʊləz	19
41090	callously	kˈæləsli	19
41091	cakewalk	kˈe‍ɪkwɔːk	19
41092	byre	bˈa‍ɪ‍ə	19
41093	bylaws	bˈa‍ɪlɔːz	19
41094	bullshitter	bˈʊlʃɪtɐ	19
41095	bullfighters	bˈʊlfa‍ɪtəz	19
41096	bucko	bˈʌkə‍ʊ	19
41097	buccaneering	bˌʌkɐnˈi‍əɹɪŋ	19
41098	brusque	bɹˈʌsk	19
41099	broiling	bɹˈɔ‍ɪlɪŋ	19
41100	brickies	bɹˈɪkiz	19
41101	bottlers	bˈɒtləz	19
41102	bootstrap	bˈuːtstɹæp	19
41103	bonehead	bˈə‍ʊnhɛd	19
41104	bolstering	bˈə‍ʊlstəɹɪŋ	19
41105	bohemians	bə‍ʊhˈiːmi‍ənz	19
41106	bodybuilders	bˈɒdɪbˌɪldəz	19
41107	bloodsucking	blˈʌdsʌkɪŋ	19
41108	bloodsuckers	blˈʌdsʌkəz	19
41109	bitts	bˈɪts	19
41110	bismuth	bˈɪsmʌθ	19
41111	bisecting	ba‍ɪsˈɛktɪŋ	19
41112	birthstone	bˈɜːθstə‍ʊn	19
41113	bilberries	bˈɪlbəɹɪz	19
41114	bequests	bɪkwˈɛsts	19
41115	bellman	bˈɛlmən	19
41116	begone	bɪɡˈɒn	19
41117	beefburgers	bˈiːfbɜːɡəz	19
41118	beauteous	bjˈuːti‍əs	19
41119	bearwood	bˈe‍əwʊd	19
41120	bathhouse	bˈɑːθha‍ʊs	19
41121	barleycorn	bˈɑːlɪkˌɔːn	19
41122	bargainer	bˈɑːɡɪnɐ	19
41123	baptising	bˈæpta‍ɪzɪŋ	19
41124	baits	bˈe‍ɪts	19
41125	automata	ˌɔːtəmˈɑːtɐ	19
41126	autoimmune	ˌɔːtə‍ʊɪmjˈuːn	19
